202105|Accounting|Accounting I|55696|ACCT 2101|ES|Class|12:30 pm - 2:40 pm|MTWR|College of Business 200|Ryan   Blunck (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Aerospace Engineering|Unsteady Aerodynamics|60817|AE 6030|A|Class|TBA||TBA|Marilyn Ruth Jones  Smith (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Aerospace Engineering|Gas Dynamics|53136|AE 6050|A|Class|9:30 am - 11:40 am|TR|Engr Science & Mech 212|John Allen  Dec (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Aerospace Engineering|Gas Dynamics|53360|AE 6050|Q|Class|TBA||TBA|John Allen  Dec (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Aerospace Engineering|Rotary Wing Aerodynamics|55202|AE 6070|Q|Class|TBA||TBA|Narayanamoorthy Lakshmi  Sankar (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Aerospace Engineering|Helicopter Stability&Ctl|60301|AE 6503|A|Class|11:00 am - 12:15 pm|TRF|TBA|J V R  Prasad (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteSynchronousCourse
202105|Aerospace Engineering|Helicopter Stability&Ctl|60302|AE 6503|Q|Class|11:00 am - 12:15 pm|TRF|TBA|J V R  Prasad (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteSynchronousCourse
202105|Aerospace Engineering|Wind Engineering|56715|AE 6701|Q|Class|TBA||TBA|Narayanamoorthy Lakshmi  Sankar (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105||Master's Thesis|53711|AE 7000|0||||||GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53011|AE 7000|AHU|Class|TBA||TBA|Krishan K  Ahuja (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|60835|AE 7000|CAR|Class|TBA||TBA|Christopher   Carr (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54017|AE 7000|CLA|Class|TBA||TBA|John-Paul B  Clarke (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|57847|AE 7000|DIL|Class|TBA||TBA|Claudio Vinicius  Di Leo (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|55376|AE 7000|FEI|Class|TBA||TBA|Karen Michelle  Feigh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54353|AE 7000|FER|Class|TBA||TBA|Eric Marie J  Feron (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|55064|AE 7000|GER|Class|TBA||TBA|Brian Joseph  German (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56808|AE 7000|GUN|Class|TBA||TBA|Brian Christopher  Gunter (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53364|AE 7000|HAN|Class|TBA||TBA|Sathyanaraya   Hanagud (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|55260|AE 7000|HOD|Class|TBA||TBA|Dewey H  Hodges (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53088|AE 7000|JAG|Class|TBA||TBA|Jechiel   Jagoda (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56747|AE 7000|KEN|Class|TBA||TBA|Graeme J  Kennedy (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53372|AE 7000|LIE|Class|TBA||TBA|Tim Charles  Lieuwen (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56810|AE 7000|LIG|Class|TBA||TBA|Edgar Glenn  Lightsey (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53108|AE 7000|MAV|Class|TBA||TBA|Dimitrios N  Mavris (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53089|AE 7000|MEN|Class|TBA||TBA|Suresh   Menon (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|58465|AE 7000|OEF|Class|TBA||TBA|Joseph   Oefelein (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53903|AE 7000|PRA|Class|TBA||TBA|J V R  Prasad (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|59792|AE 7000|QAH|Class|TBA||TBA|Krishan K  Ahuja (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|58184|AE 7000|QFE|Class|TBA||TBA|Eric Marie J  Feron (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56912|AE 7000|QGU|Class|TBA||TBA|Brian Christopher  Gunter (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56973|AE 7000|QJA|Class|TBA||TBA|Jechiel   Jagoda (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56601|AE 7000|QMA|Class|TBA||TBA|Dimitrios N  Mavris (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|55619|AE 7000|QPR|Class|TBA||TBA|J V R  Prasad (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54531|AE 7000|QSA|Class|TBA||TBA|Narayanamoorthy Lakshmi  Sankar (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|60550|AE 7000|RAU|Class|TBA||TBA|Juergen   Rauleder (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|55598|AE 7000|RIM|Class|TBA||TBA|Julian Jose  Rimoli (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54107|AE 7000|RUF|Class|TBA||TBA|Stephen M  Ruffin (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54562|AE 7000|SAL|Class|TBA||TBA|Joseph Homer  Saleh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54026|AE 7000|SAN|Class|TBA||TBA|Narayanamoorthy Lakshmi  Sankar (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53368|AE 7000|SCH|Class|TBA||TBA|Daniel Patrick  Schrage (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54435|AE 7000|SEI|Class|TBA||TBA|Jerry M  Seitzman (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53920|AE 7000|SMI|Class|TBA||TBA|Marilyn Ruth Jones  Smith (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|59878|AE 7000|STE|Class|TBA||TBA|Adam Michael  Steinberg (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|56599|AE 7000|SUN|Class|TBA||TBA|Wenting   Sun (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|58137|AE 7000|THE|Class|TBA||TBA|Evangelos A  Theodorou (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54024|AE 7000|TSI|Class|TBA||TBA|Panagiotis   Tsiotras (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|58495|AE 7000|VAM|Class|TBA||TBA|Kyriakos   Vamvoudakis (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|54036|AE 7000|WAL|Class|TBA||TBA|Mitchell L.R.  Walker (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|55300|AE 7000|YAN|Class|TBA||TBA|Vigor   Yang (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53942|AE 7000|YEU|Class|TBA||TBA|Pui-Kuen   Yeung (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Master's Thesis|53902|AE 7000|ZIN|Class|TBA||TBA|Ben T  Zinn (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Special Topics|60742|AE 8803|QWA|Class|TBA||TBA|Mitchell L.R.  Walker (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Aerospace Engineering|Special Topics|60741|AE 8803|WAL|Class|TBA||TBA|Mitchell L.R.  Walker (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Aerospace Engineering|Special Problems|52771|AE 8900|AHU|Class|TBA||TBA|Krishan K  Ahuja (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54331|AE 8900|CLA|Class|TBA||TBA|John-Paul B  Clarke (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|60594|AE 8900|COS|Class|TBA||TBA|Mark Francis  Costello (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54016|AE 8900|CRA|Class|TBA||TBA|James I  Craig (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|60792|AE 8900|DIL|Class|TBA||TBA|Claudio Vinicius  Di Leo (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55238|AE 8900|FEI|Class|TBA||TBA|Karen Michelle  Feigh (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54086|AE 8900|FER|Class|TBA||TBA|Eric Marie J  Feron (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55262|AE 8900|GER|Class|TBA||TBA|Brian Joseph  German (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|56813|AE 8900|GUN|Class|TBA||TBA|Brian Christopher  Gunter (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52778|AE 8900|HAD|Class|TBA||TBA|Wassim M  Haddad (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|53721|AE 8900|HAN|Class|TBA||TBA|Sathyanaraya   Hanagud (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54560|AE 8900|HOD|Class|TBA||TBA|Dewey H  Hodges (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52779|AE 8900|JAG|Class|TBA||TBA|Jechiel   Jagoda (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52780|AE 8900|KAR|Class|TBA||TBA|George   Kardomateas (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|56748|AE 8900|KEN|Class|TBA||TBA|Graeme J  Kennedy (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|53145|AE 8900|LIE|Class|TBA||TBA|Tim Charles  Lieuwen (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|56811|AE 8900|LIG|Class|TBA||TBA|Edgar Glenn  Lightsey (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52782|AE 8900|MAV|Class|TBA||TBA|Dimitrios N  Mavris (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52783|AE 8900|MEN|Class|TBA||TBA|Suresh   Menon (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|58761|AE 8900|OEF|Class|TBA||TBA|Joseph   Oefelein (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Special Problems|52784|AE 8900|PRA|Class|TBA||TBA|J V R  Prasad (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|60612|AE 8900|QDE|Class|TBA||TBA|John Allen  Dec (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55269|AE 8900|QFE|Class|TBA||TBA|Karen Michelle  Feigh (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|57639|AE 8900|QGU|Class|TBA||TBA|Brian Christopher  Gunter (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|56429|AE 8900|QHO|Class|TBA||TBA|Dewey H  Hodges (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55607|AE 8900|QJA|Class|TBA||TBA|Jechiel   Jagoda (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|56108|AE 8900|QKA|Class|TBA||TBA|George   Kardomateas (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55046|AE 8900|QMA|Class|TBA||TBA|Dimitrios N  Mavris (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54159|AE 8900|QPR|Class|TBA||TBA|J V R  Prasad (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54517|AE 8900|QSA|Class|TBA||TBA|Narayanamoorthy Lakshmi  Sankar (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54095|AE 8900|QSC|Class|TBA||TBA|Daniel Patrick  Schrage (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|56192|AE 8900|QSE|Class|TBA||TBA|Jerry M  Seitzman (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|58135|AE 8900|QSM|Class|TBA||TBA|Marilyn Ruth Jones  Smith (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55310|AE 8900|QYA|Class|TBA||TBA|Vigor   Yang (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55527|AE 8900|RIM|Class|TBA||TBA|Julian Jose  Rimoli (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52785|AE 8900|RUF|Class|TBA||TBA|Stephen M  Ruffin (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54563|AE 8900|SAL|Class|TBA||TBA|Joseph Homer  Saleh (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52786|AE 8900|SAN|Class|TBA||TBA|Narayanamoorthy Lakshmi  Sankar (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52787|AE 8900|SCH|Class|TBA||TBA|Daniel Patrick  Schrage (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52788|AE 8900|SEI|Class|TBA||TBA|Jerry M  Seitzman (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52789|AE 8900|SMI|Class|TBA||TBA|Marilyn Ruth Jones  Smith (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|59869|AE 8900|STE|Class|TBA||TBA|Adam Michael  Steinberg (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Special Problems|56454|AE 8900|SUN|Class|TBA||TBA|Wenting   Sun (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52790|AE 8900|TSI|Class|TBA||TBA|Panagiotis   Tsiotras (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|58596|AE 8900|VAM|Class|TBA||TBA|Kyriakos   Vamvoudakis (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54050|AE 8900|WAL|Class|TBA||TBA|Mitchell L.R.  Walker (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|55301|AE 8900|YAN|Class|TBA||TBA|Vigor   Yang (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|54112|AE 8900|YEU|Class|TBA||TBA|Pui-Kuen   Yeung (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|57708|AE 8900|YU|Class|TBA||TBA|Min-Feng   Yu (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Aerospace Engineering|Special Problems|52791|AE 8900|ZIN|Class|TBA||TBA|Ben T  Zinn (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105||Doctoral Thesis|53124|AE 9000|0||||||GraduateSemester|1.000 TO       21.000 Credits|
202105||Doctoral Thesis|54564|AE 9000|0||||||GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52735|AE 9000|AHU|Class|TBA||TBA|Krishan K  Ahuja (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|60836|AE 9000|CAR|Class|TBA||TBA|Christopher   Carr (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|58618|AE 9000|CHE|Class|TBA||TBA|Yongxin   Chen (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|57576|AE 9000|CLA|Class|TBA||TBA|John-Paul B  Clarke (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|58640|AE 9000|COS|Class|TBA||TBA|Mark Francis  Costello (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|57848|AE 9000|DIL|Class|TBA||TBA|Claudio Vinicius  Di Leo (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|55377|AE 9000|FEI|Class|TBA||TBA|Karen Michelle  Feigh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|54416|AE 9000|FER|Class|TBA||TBA|Stephen M  Ruffin (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|55065|AE 9000|GER|Class|TBA||TBA|Brian Joseph  German (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|56809|AE 9000|GUN|Class|TBA||TBA|Brian Christopher  Gunter (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52740|AE 9000|HAD|Class|TBA||TBA|Wassim M  Haddad (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52741|AE 9000|HAN|Class|TBA||TBA|Sathyanaraya   Hanagud (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|60001|AE 9000|HO|Class|TBA||TBA|Koki   Ho (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52742|AE 9000|HOD|Class|TBA||TBA|Dewey H  Hodges (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52743|AE 9000|JAG|Class|TBA||TBA|Jechiel   Jagoda (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52744|AE 9000|KAR|Class|TBA||TBA|George   Kardomateas (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|56749|AE 9000|KEN|Class|TBA||TBA|Graeme J  Kennedy (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|53144|AE 9000|LIE|Class|TBA||TBA|Tim Charles  Lieuwen (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|56812|AE 9000|LIG|Class|TBA||TBA|Edgar Glenn  Lightsey (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52746|AE 9000|MAV|Class|TBA||TBA|Dimitrios N  Mavris (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52747|AE 9000|MEN|Class|TBA||TBA|Suresh   Menon (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|58466|AE 9000|OEF|Class|TBA||TBA|Joseph   Oefelein (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|52748|AE 9000|PRA|Class|TBA||TBA|J V R  Prasad (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|60685|AE 9000|QHO|Class|TBA||TBA|Koki   Ho (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Aerospace Engineering|Doctoral Thesis|57700|AE 9000|QJA|Class|TBA||TBA|Jechiel   Jagoda (P)|GraduateSemester|1.000 TO       21.000 Credits|
